FEEDERID,เปลือย,หุ้ม,Ratio
LGA03,2644.368131,5884.627771,0.449368802
LGA04,15916.7926,9193.622467,1.731286297
LGA05,14444.06174,12712.5063,1.136208817
LGA06,2547.78979,6661.744677,0.382450831
LGA08,0,160.2986639,0
LGA09,0,119.1669383,0
LGA10,0,134.8531348,0
MBA01,0,488.499126,0
MBA02,6189.668329,65763.05031,0.094120761
MBA03,0,83.11722303,0
MBA04,41224.70946,63191.06121,0.652381977
MBA05,125.9192917,19758.32886,0.006372973
MBA06,20531.86789,51805.09,0.396329162
MBA07,85701.45724,109761.7556,0.780795248
MBA08,7173.545722,18980.86046,0.377935749
MBA09,6086.45422,23720.69994,0.256588306
MBA10,9906.716629,30103.57135,0.329087752
MPA01,767.9926728,2709.318732,0.28346339
MPA02,0,430.7192127,0
MPA03,1085.906627,8806.027953,0.123314011
MPA04,0,70.59422221,0
MPA05,0,370.9016125,0
MPA06,0,57.73635355,0
MPA07,358.9710965,14956.22347,0.024001453
MPA08,0,54.06286977,0
MPA09,0,40.08585421,0
MPA10,473.8490755,2434.916644,0.194605871
MPC01,0,124.1711458,0
MPC02,0,1359.884873,0
MPC03,1862.399612,7662.862202,0.243042294
MPC04,12268.56193,27929.28095,0.439272388
MPC05,1255.413232,2594.776236,0.483823312
MPC06,0,1528.697537,0
MPC07,123.7921996,2855.862181,0.043346699
MPC08,164.679168,3257.668582,0.050551234
MPC09,5009.586992,17014.02026,0.294438758
MPC10,9740.337971,47066.93588,0.206946507
NKP01,1882.733224,20319.13229,0.092658151
NKP02,32.37825721,11927.88512,0.002714501
NKP03,0,119.9172188,0
NKP04,0,5139.962763,0
NKP05,1164.652158,17142.9087,0.067937838
NKP06,25156.97969,33989.31543,0.740143759
NKP07,12825.8297,30187.21335,0.42487624
NKP08,0,130.5382296,0
NKP09,649.8479602,10433.66721,0.062283754
NKP10,17604.68134,45103.72135,0.390315495
NLL01,18.35537518,3369.164414,0.00544805
NLL02,0,1940.164308,0
NLL03,7.14293356,3461.340718,0.002063632
NLL04,0,910.4508093,0
NLL05,0,439.6200609,0
NLL06,0,3251.053846,0
NLL07,18.59677733,2063.516587,0.009012177
NLL08,0,212.6220901,0
NLL09,228.4275921,5305.523691,0.043054674
NLL10,13.4594922,5585.939312,0.002409531
NOY01,25649.91503,33482.5275,0.766068662
NOY02,94014.23733,104577.0899,0.898994583
NOY03,23879.44559,46937.94849,0.508744978
NOY04,0,7569.156474,0
NOY05,2728.674501,8545.554362,0.319309244
NOY06,505.6476218,17899.26173,0.028249636
NOY07,17452.639,29817.03579,0.585324414
NOY08,161.6425403,6991.411738,0.023120157
NOY09,19121.45344,20540.35171,0.930921423
NOY10,0,92.5067059,0
NYM01,57135.527,27162.9924,2.10343272
NYM02,76866.02526,20478.40293,3.753516596
NYM03,0,263.6754319,0
NYM04,442707.5047,130156.6167,3.401344594
NYM05,26846.97764,24656.31347,1.088848001
NYM06,141225.7525,36268.61281,3.893883487
NYM07,81.30290844,14426.76414,0.005635561
NYM08,216991.9725,21882.8526,9.916073397
NYM09,65877.92287,41410.33342,1.590857098
NYM10,42007.30308,36129.1646,1.16269788
PHA01,99035.45,93000.63304,1.064890063
PHA03,36195.4408,23564.23508,1.53603292
PHA04,0,95.55646901,0
PHA05,53313.95625,16947.17633,3.145890218
PHA07,66569.66706,49530.11091,1.344024187
PHA09,7.758716895,75.94177036,0.102166658
PHA10,10641.23922,19467.04686,0.546628325
PLU01,0,2443.607009,0
PLU02,0,158.3391531,0
PLU03,0,144.5636204,0
PLU04,0,118.0065114,0
PLU05,131.185071,2795.416818,0.046928626
PLU06,0,103.1889578,0
PLU07,0,741.3999734,0
PLU08,1674.003819,18453.87047,0.090712884
PLU09,533.7486308,11939.38141,0.044704881
PLU10,0,11772.74405,0
PLU11,9883.788753,71286.88822,0.13864806
PLU12,3535.468368,10844.34474,0.326019548
PLU13,3726.681139,18326.40524,0.203350362
PLU14,716.6331706,39992.45797,0.017919208
PLU15,5855.437534,50265.89009,0.116489284
PLV01,0,3728.297086,0
PLV02,26.11539101,3774.628826,0.006918665
PLV03,0,3392.680305,0
PLV04,0,6414.876433,0
PLV05,0,4345.911565,0
PLV06,46.485979,3329.223716,0.013963008
PLV07,0,3906.053902,0
PLV08,0,5813.480376,0
PLV09,0,7085.399069,0
PLV10,0,3304.717538,0
PLW01,0,2395.687374,0
PLW02,0,3174.312452,0
PLW03,0,2358.552053,0
PLW04,9.615213024,4311.716287,0.00223002
PLW05,3147.995087,10772.95089,0.292212887
PLW06,0,4502.931767,0
PLW07,0,5361.867079,0
PLW08,0,3900.381692,0
PLW09,0,8784.81789,0
PLW10,21.36467502,3210.546378,0.006654529
PLX01,0,2215.209667,0
PLX02,0,5766.295911,0
PLX03,2162.47822,7690.356026,0.281193512
PLX04,364.0553321,9058.67462,0.040188587
PLX05,91.41916513,11157.80455,0.008193293
PLX06,78.82675387,8853.378417,0.008903579
PLX07,23.89366506,8217.660054,0.0029076
PLX08,0,12000.99138,0
PNR01,163193.4532,115400.0931,1.414153566
PNR02,0,68.02862174,0
PNR03,121197.616,59222.643,2.046474284
PNR04,9965.925069,24804.98772,0.401771014
PNR05,88953.00903,69852.653,1.273437804
PNR06,59513.65947,54554.37488,1.090905351
PNR07,52332.45603,78436.58338,0.667194487
PNR08,0,85.47281656,0
PNR09,0,65.85527166,0
PNR10,14525.49158,32355.25806,0.44893759
PNU01,52874.62289,9393.331921,5.628952893
PNU02,8702.032962,4301.908698,2.022830695
PNU03,11781.651,38104.1828,0.30919574
PNU04,32845.98993,9878.73924,3.324917192
PNU05,4064.494609,25537.11258,0.159160304
PSA01,27465.95675,13678.96194,2.007897738
PSA02,1639.395279,9212.46588,0.177954014
PSA03,32346.67918,48607.08261,0.665472549
PSA04,13660.6282,42420.82608,0.322026454
PSA05,41758.51443,33210.61631,1.257384507
PSA06,47341.3667,22187.91471,2.13365552
PSA07,30571.37158,14690.87696,2.080976626
PSA08,36259.17917,14071.26451,2.576824502
PSA09,10686.16283,24718.29571,0.432317946
PSA10,26475.93314,16334.40446,1.620869204
PTP01,0,125.740068,0
PTP02,160.2348637,7258.317664,0.022076033
PTP03,22098.78472,41779.53171,0.528938067
PTP04,65632.03619,59276.64157,1.107215835
PTP05,0,103.5106412,0
PTP06,7301.602627,39989.75132,0.182586848
PTP07,2364.646938,15340.47227,0.154144338
PTP08,9762.930327,28894.78239,0.337878659
PTP09,744.7534168,25947.58902,0.02870222
PTP10,12508.01997,49483.79374,0.252770029
PYN01,25127.945,79916.91759,0.314425853
PYN02,560.9521904,7191.62445,0.078000762
PYN03,2864.014167,28374.81021,0.100935095
PYN04,875.0537043,16040.11507,0.054554079
PYN05,2386.313049,12188.69571,0.195780837
PYN06,3906.022032,16379.66348,0.238467783
PYN07,299.7982589,6374.681159,0.04702953
PYN08,10.26031029,909.7129981,0.011278623
PYN09,1049.765648,9348.347142,0.112294252
PYN10,2404.085561,13978.67412,0.171982374
PYT01,54.26145187,32643.95585,0.00166222
PYT02,1290.542464,20086.13735,0.064250405
PYT03,1093.782155,7285.935894,0.150122396
PYT04,2195.712228,20724.88499,0.105945689
PYT05,2380.202433,13974.32031,0.170326884
PYT06,579.9517613,10790.8675,0.053744684
PYT07,597.9484931,4550.14373,0.1314131
PYT08,778.9736845,7207.607338,0.108076599
PYT09,551.7375064,2229.857696,0.247431712
PYT10,230.2422397,5399.771249,0.042639258
PYU01,1861.204327,1388.109677,1.340819359
PYU02,403.5093925,7381.268588,0.054666673
PYU03,248.1242534,11792.30438,0.021041202
PYU04,1296.982809,9250.156119,0.140211991
PYU05,2912.441641,7902.176581,0.368561954
PYU06,4.891074524,1216.409773,0.00402091
PYU07,251.3171081,4460.978467,0.056336768
PYU08,1051.85093,7942.819209,0.132427908
PYU09,2588.655658,12511.74594,0.206898036
PYU10,5.053334839,2665.15666,0.001896074
PYV01,2152.585874,8433.087251,0.255254785
PYV02,302.2249506,9854.278303,0.030669415
PYV03,0,6.963559582,0
PYV04,0,7.24634713,0
PYV05,0,0.208734281,0
PZA01,0,11.41478752,0
PZA02,0,1392.882974,0
PZA03,19.3433602,3598.41645,0.00537552
PZA04,0,11664.88848,0
PZA05,116.774725,14151.71082,0.008251633
PZA06,0,4317.690079,0
PZA07,0,3506.425078,0
PZA08,0,17.42796374,0
PZA10,7468.71145,38528.80335,0.19384748
PZV01,0,1858.256141,0
PZV02,0,4296.40399,0
PZV03,4.004926019,6349.7709,0.00063072
PZV04,43.23936183,2518.82753,0.017166464
PZV05,7.021204028,7510.537332,0.000934847
RAA01,38244.50383,58512.71241,0.653610169
RAA02,2000.822024,22566.59142,0.088663015
RAA03,22362.93314,32063.9873,0.697447043
RAA04,732.4795282,11359.09713,0.064483957
RAA05,10731.54453,21162.59498,0.507099651
RAA06,5001.194708,27867.83054,0.179461214
RAA07,3536.337895,15523.88867,0.227799746
RAA08,11689.97133,26730.12566,0.437333198
RAA09,51256.91067,42445.36314,1.207597412
RAA10,6231.292382,21153.41208,0.29457623
RAB01,11897.18594,35078.35863,0.33916028
RAB02,2773.469338,12546.60209,0.221053423
RAB03,3382.691737,7214.948229,0.468844908
RAB04,11718.97552,49578.37611,0.236372718
RAB05,3826.487448,36268.88977,0.105503297
RAB06,8593.136837,40731.6138,0.210969712
RAB07,3635.322662,25945.11982,0.140115856
RAB08,2398.19266,6713.243723,0.357233069
RAB09,0,2937.992284,0
RAB10,10.81546038,5440.301129,0.001988026
RAC01,0,142.9048781,0
RAC02,0,167.0226986,0
RAC03,0,141.9053101,0
RAC04,0,84.25574445,0
RAC05,0,143.8717449,0
RAC06,4813.14674,24871.54349,0.193520227
RAC07,37.50088781,4284.985519,0.008751695
RAC08,2.996000139,4518.961019,0.000662984
RAC09,2478.805144,14531.43785,0.170582235
RAC10,27.93461307,8534.329462,0.003273205
RAD01,0,108.8980778,0
RAD02,0,106.0001358,0
RAD03,7017.934864,65615.22184,0.106955896
RAD04,3272.813933,11444.62577,0.285969502
RAD05,0,120.9989216,0
RAD06,0,98.20178938,0
RAD07,0,84.33818116,0
RAD08,11993.22665,63214.92358,0.189721445
RAD09,0,100.1804835,0
RAD10,0,102.533467,0
SAT01,37115.89864,24834.19916,1.494547837
SAT02,94512.85107,24323.89663,3.885596643
SAT03,211454.393,63594.24017,3.325055735
SAT04,5673.598456,9340.751614,0.607402776
SAT05,24572.81688,25624.83644,0.958945316
SAT06,0,11527.72084,0
SAT07,49643.31802,18880.24432,2.629379005
SAT08,211597.9904,71912.68723,2.942429195
SAT09,88294.67769,51782.40986,1.705109475
SAT10,17004.25245,33929.79017,0.501159965
SCA01,1176.811953,9199.297145,0.127924116
SCA02,5048.294802,38730.83732,0.130343033
SCA03,12335.56077,70397.77396,0.175226574
SCA04,12336.77075,23801.18836,0.518325832
SCA05,2732.11884,14268.4752,0.191479384
SCA06,500.7074944,29610.79638,0.016909626
SCA07,2940.349102,18665.79711,0.15752604
SCA08,1419.871402,776.0272356,1.829666971
SCA09,9100.005648,64613.15643,0.140838277
SNK01,29996.04118,50160.24138,0.598004323
SNK03,258579.7911,73183.6549,3.533299771
SNK04,4.482543489,111.8914807,0.040061526
SNK05,4958.452642,3411.673787,1.453378298
SNK06,42370.59123,26488.44824,1.59958752
SNK07,4.363473336,89.48227624,0.048763549
SNK08,337267.5555,32038.04388,10.52709575
SNK09,0,118.4908571,0
SNK10,139875.0175,22602.71991,6.188415288
TMM01,49561.7979,42028.85488,1.17923265
TMM02,52842.33334,17047.5953,3.099694262
TMM03,38315.13813,23331.96606,1.642173576
TMM04,170066.4313,22972.85346,7.402930228
TMM05,19547.2333,12171.90225,1.605930848
TMM06,44709.49973,49291.37591,0.907045074
TMM07,150.3264048,9337.360823,0.016099453
TMM08,55738.96298,21167.08683,2.633284562
TMM09,106615.5139,14365.24354,7.421768633
TMM10,11434.86857,13176.43169,0.867827409
TTA02,0,321.4764627,0
TTA03,217639.6926,19658.86114,11.07081896
TTA04,80260.20239,90123.7625,0.890555389
TTA05,73667.15974,48911.08403,1.50614449
TTA08,51877.36134,32404.55735,1.600927943
TTA09,12075.95448,21464.64776,0.562597375
TTA10,51106.66494,13851.07578,3.689725316
WCN01,47327.03627,23164.0968,2.043120294
WCN02,45075.07674,30835.50518,1.461791415
WCN03,0,209.2974317,0
WCN04,45309.06305,15394.63891,2.943171535
WCN05,15165.52819,26920.89271,0.56333675
WCN06,39012.26752,13528.21114,2.883771337
WCN07,21409.31509,18517.63609,1.156158107
WCN08,0,101.2516797,0
WCN09,0,102.5686107,0
WCN10,0,194.4851503,0
WCU01,0,162.9925982,0
WCU02,0,133.1429243,0
WCU03,0,136.0437207,0
WCU04,0,168.1494197,0
WCU05,0,169.3462489,0
BAL01,46.522602,156.2089481,0.2978229
BAL02,483.3854755,2755.426492,0.175430365
BAL03,1145.490981,16465.41722,0.069569508
BAL04,999.5134046,4959.250579,0.201545251
BAL05,2302.827491,8731.82428,0.263728107
BAL06,4222.235615,20463.32698,0.206331826
BAL07,4161.677632,9061.658172,0.459262262
BAL08,856.7479259,190.5177379,4.496945719
BAL09,868.6083751,11396.30049,0.076218451
BAL10,1430.154141,6153.924841,0.232397076
BAM01,37293.27785,27914.65739,1.335974765
BAM02,63014.69276,78097.12389,0.806875972
BAM03,0,205.8740196,0
BAM06,38833.3712,15478.2272,2.508903036
BAM07,30982.96051,25760.94669,1.202710478
BAM08,0,74.49513491,0
BAM09,0,77.10683874,0
BAM10,2973.981841,2632.83147,1.129575468
BEA01,57.92920418,383.399959,0.151093402
BEA02,15.28737026,424.9710341,0.035972735
BEA05,10006.41605,5146.435097,1.944339308
BEA06,38212.10661,31775.32716,1.202571618
BEA07,142.1710178,4200.650113,0.033845004
BEA08,64718.47958,44292.67196,1.461155462
BEA09,56600.38206,47044.08271,1.203134992
BEA10,26553.01391,30303.7634,0.876228261
BEU01,5661.971195,31005.96478,0.182609096
BEU02,163.7567688,13109.4326,0.012491522
BEU03,4552.383098,20901.66099,0.217800064
BEU04,29010.20378,26800.87714,1.082434863
BEU05,1617.825418,7845.351221,0.20621453
BNP01,2241.36839,18528.43012,0.120969147
BNP02,8287.703494,21650.372,0.382797279
BNP03,0,7906.794559,0
BNP04,68840.68229,179377.092,0.383776331
BNP05,17733.67808,49646.79439,0.35719684
BNP06,15000.27232,44449.01917,0.337471391
BNP07,2543.842987,23570.05839,0.107926885
BNP08,0,162.634902,0
BNP09,8059.994,625.6584085,12.88241937
BNP10,28707.8443,43965.78624,0.652958738
BOP01,55714.50367,27842.08111,2.001089769
BOP02,59769.40304,21948.21716,2.723200824
BOP03,9164.444217,4171.181062,2.197086168
BOP04,272643.4724,18574.22589,14.6785914
BOP05,313733.2264,95115.32509,3.298450866
BOP06,114127.8431,27874.70192,4.094316179
BOP07,0,159.5397252,0
BOP08,144807.9022,36892.18664,3.925164525
BOP09,11773.86308,13269.924,0.88725927
BOP10,93941.56604,31773.36064,2.956614099
BPA01,1480.468381,25565.41144,0.057909038
BPA02,6407.497969,21211.88623,0.302071108
BPA03,11122.40783,24195.374,0.459691503
BPA04,22030.46723,49225.49537,0.447541809
BPA05,27575.05185,17233.39913,1.600093611
BPA06,964.1358069,6807.333067,0.141631943
BPA07,509.9481194,11067.30291,0.046077
BPA08,0,292.1966735,0
BPA09,27657.96602,44057.56353,0.627768851
BPA10,12174.1937,9653.132076,1.261165144
BPB01,559.687082,12828.69268,0.043627757
BPB02,846.6342176,12303.12299,0.068814578
BPB03,643.4972476,2316.841432,0.277747643
BPB04,3888.100221,27263.03434,0.142614361
BPB05,419.4989832,9585.736412,0.043762833
BPB06,671.432119,2092.671302,0.320849298
BPB07,4020.774545,16851.65816,0.238598155
BPB08,4202.481922,20438.11043,0.205619885
BPB09,14311.59634,38951.64846,0.367419529
BPB10,25264.73223,51087.81833,0.494535352
BPB11,72884.97807,88117.08623,0.827137859
BPB12,11676.10006,24773.17408,0.471320309
BPB13,2.366390554,1178.449622,0.002008054
BPB14,0,1158.712111,0
BPB15,0,1124.453205,0
DAA01,7496.900827,4626.976204,1.620259214
DAA02,120240.2073,25933.46269,4.636488724
DAA03,0,171.0716842,0
DAA04,15791.89299,10928.24993,1.445052326
DAA05,22938.47141,10597.89175,2.164437224
DAA06,665380.6429,125457.4191,5.303637264
DAA07,0,87.74287415,0
DAA09,24829.78853,18237.07015,1.36150096
DAA10,9081.246462,6834.531475,1.32872992
DBA01,77505.78568,44220.48559,1.752712225
DBA02,72045.87689,35253.13925,2.043672661
DBA03,54062.12633,32783.22024,1.649079191
DBA04,156653.222,55899.06968,2.80242986
DBA05,107076.6774,103578.4705,1.033773494
DBA06,37349.47302,29909.76081,1.248738606
DBA07,12970.93846,2487.449818,5.21455282
DMA01,81019.88734,16130.15273,5.022884079
DMA02,169266.3513,28588.00478,5.92088719
DMA03,0,164.140132,0
DMA04,0,46.93158317,0
DMA05,44371.17571,22580.38898,1.965031503
DMA06,150415.8519,45210.98896,3.326975485
DMA07,0,54.4303373,0
DMA08,45885.37132,4503.028373,10.18989167
DMA09,0,2272.199124,0
DMA10,23354.55686,28864.10125,0.809121221
DNA10,28104.80136,32896.4223,0.854342187
DOA01,40534.77025,24513.34016,1.653580051
DOA02,120262.3245,34394.42283,3.496564694
DOA03,47933.8036,29656.85664,1.616280652
DOA04,97493.64349,42908.47114,2.272130442
DOA05,64030.07108,27714.86269,2.310315291
DOA06,51247.60822,11316.20235,4.528693163
DOA07,27305.62119,40571.50197,0.673024657
DOA08,8618.394627,30792.01139,0.279890603
DOA09,25450.04275,26581.59885,0.957430849
DOA10,0,192.3253198,0
DTM01,4009.592591,11065.2926,0.362357575
DTM02,28499.7513,16750.72592,1.701403954
DTM03,22436.45596,34179.62262,0.656427843
DTM04,32101.06631,42398.49842,0.757127434
DTM05,13368.64813,37240.96423,0.35897696
DTM06,16203.19636,10856.64804,1.492467684
DTM07,5915.849491,17134.30004,0.345263564
DTM08,29505.16757,11100.15261,2.658086659
DTM09,1498.23202,11757.40778,0.127428771
DTM10,58774.93349,18758.03753,3.133319965
EKA01,5818.302236,17117.33474,0.33990702
EKA02,163.7994434,6204.792613,0.026398859
EKA03,1000.751817,5753.095254,0.173950156
EKA04,44.52721357,3288.357368,0.013540868
EKA05,261.7492064,10196.59617,0.025670253
EKA06,1568.590432,33424.41481,0.046929481
EKA07,3473.213076,16269.12448,0.213484941
EKA08,0,2284.536884,0
EKA09,103.5889919,4929.341548,0.021014773
EKA10,1135.736762,10879.57007,0.104391695
EKB01,0,312.6241803,0
EKB02,0,102.2624938,0
EKB03,0,271.4238245,0
EKB04,0,100.6453451,0
EKB05,0,263.582005,0
EKB06,0,297.1311795,0
EKB07,0,90.40972085,0
EKB08,0,275.060934,0
EKB09,0,83.97867281,0
EKB10,0,252.8569375,0
EKB1T,0,6.161871303,0
EKB2T,0,32.48377951,0
EKU01,23.7329091,2536.981801,0.009354781
EKU02,860.7003117,3515.011267,0.244864169
EKU03,148.5770009,10441.46447,0.014229517
EKU04,13.62386229,2615.959265,0.00520798
EKU05,0,5.945728305,0
HKA01,157961.6822,18018.70485,8.766539193
HKA04,2616.80467,6154.824241,0.425163184
KCA01,1559.639349,11524.34742,0.135334288
KCA02,971.6576244,23163.5088,0.041947774
KCA03,25354.8048,44019.38648,0.575991781
KCA04,51735.0106,49316.614,1.049038172
KCA05,70545.81075,99266.99715,0.710667319
KCA06,2279.927957,13009.68797,0.175248473
KCA07,6230.26243,26523.87139,0.23489265
KCA08,32566.92499,40450.553,0.805104568
KCA09,1667.094314,25493.06916,0.065394022
KCA10,33617.96525,53218.07161,0.631702056
KSA01,90364.49306,77707.14027,1.162885325
KSA02,11805.45041,17042.9353,0.6926888
KSA03,118206.0536,62903.94601,1.879151645
KSA04,54018.29126,28691.62327,1.882719941
KSA05,16166.40723,14175.67376,1.140433076
KSA06,110682.0285,62393.74433,1.773928294
KSA07,5799.935136,7743.721405,0.748985511
KSA08,28138.35433,27840.01947,1.010716044
KSA09,38966.77062,30380.32162,1.282631932
KSA10,16656.09274,21011.91014,0.792697695
KTA01,0,5461.79651,0
KTA02,3444.938284,28321.74521,0.121635805
KTA03,1008.55186,13503.80281,0.074686507
KTA04,11.36621602,4076.121952,0.002788488
KTA05,734.5097214,12735.77368,0.057672956
KTA06,636.2096368,19755.16392,0.032204726
KTA07,121.5403488,4052.676186,0.029990146
KTA08,998.4509099,14494.44017,0.068885096
KTA09,1285.239984,6819.045765,0.188477982
KTA10,481.8224018,9642.623851,0.049967976
KTB01,3369.493103,5215.788171,0.646018011
KTB02,128.1167619,7143.424903,0.017934921
KTB03,2087.609768,4724.802001,0.441840688
KTB04,964.9185004,15452.6384,0.062443608
KTB05,3957.654783,7595.164667,0.521075573
KTB06,2162.716664,20511.19205,0.105440808
KTB07,369.9003187,4942.925029,0.074834297
KTB08,435.5275611,12430.66607,0.035036543
KTB09,2244.632553,14881.1443,0.150837362
KTB10,0,1952.981704,0
KTD01,307.8214477,6991.614969,0.044027231
KTD02,1052.742768,5042.948816,0.208755394
KTD03,11.16764094,6487.377393,0.001721442
KTD04,341.3686095,8244.373301,0.041406253
KTD05,1884.237515,9278.532109,0.203074958
KTD07,2761.144599,14873.07729,0.185647163
KTD08,0,2379.314654,0
KTD09,0,116.6657024,0
KTD10,0,99.57993096,0
KTE01,112.4434833,2568.501315,0.043777857
KTE02,0,68.44024664,0
KTE03,2835.388504,14109.16773,0.20096072
KTE05,9.047222995,15777.99897,0.000573408
KTE06,1473.471552,9590.848848,0.15363307
KTE07,202.3591768,2147.98557,0.094208816
KTE08,0,92.06346141,0
KTE09,1959.361169,27742.838,0.070625838
KTE10,868.067077,32065.03409,0.027072077
KTET1,0,5.782256514,0
KTET2,0,13.71055542,0
KTU01,2374.388393,6938.136101,0.342222804
KTU02,4082.904027,10081.12135,0.405004948
KTU03,229.0624006,15004.841,0.0152659
KTU04,0,7.644474164,0
KTU05,461.6868645,12133.46859,0.038050691
KTZ01,0,137.2324108,0
KTZ02,0,137.0619067,0
KTZ03,0,21.95148686,0
KTZ04,0,20.86226639,0
KTZ05,5.388794392,79.04696777,0.068172057
LUA02,0,498.6364417,0
LWU01,42736.28683,16309.29216,2.620364294
LWU02,43175.87457,23169.23927,1.863499879
LWU03,216377.5708,11243.36952,19.24490434
LWU04,178123.6627,85154.39152,2.091773067
MHD22,68.92183188,5157.046402,0.013364594
MHD24,810.0297957,3731.894379,0.217055927
NCA01,3112.814246,4551.577333,0.683897914
NCA02,11958.6311,59537.71248,0.200858088
NCA03,3529.545056,9199.91437,0.383649773
NCA04,58.61327838,3765.254866,0.015566882
NCA05,114.2780283,6746.671262,0.016938431
NCA06,5847.798769,11288.07713,0.518050922
NCA07,0,3449.021415,0
NCA08,3696.38415,6432.316855,0.574658282
NCA09,19787.04491,64244.82004,0.307994402
NCA10,6606.192247,15619.84736,0.422935775
NCB01,1087.890032,37903.88118,0.028701283
NCB02,24264.81965,46525.95758,0.521532945
NCB03,11745.06738,19944.64773,0.58888317
NCB04,21942.34801,24918.65176,0.880559198
NCB05,23816.09842,25648.78581,0.928546817
NCB06,857.3122632,21543.11681,0.039795182
NCB07,1059.404409,24350.68759,0.043506139
NCB08,0,6445.679392,0
NCB09,0,86.35775724,0
NCB10,11673.89845,43573.29772,0.267914045
NOM01,42853.61342,43437.3473,0.986561475
NOM02,44331.42536,38509.80788,1.151172332
NOM03,125589.9971,54280.67851,2.313714576
NOM04,13597.23831,34772.53774,0.391033821
NOM05,1364.780323,9032.732206,0.151092747
NPT01,0,64.69212374,0
NPT02,22598.37917,31221.1786,0.723815697
NPT03,3254.428007,20359.90651,0.159844939
NPT04,49.82204974,17883.07046,0.00278599
NPT05,23850.0141,42544.50446,0.560589773
NPT06,222.1955903,12492.5317,0.017786274
NPT07,14027.0258,13932.2758,1.006800755
NPT08,17098.87308,38407.24746,0.445199128
NPT09,10105.42717,36528.58003,0.276644402
NPT10,24427.34401,33314.22637,0.73324062
NPU01,13520.41891,13239.49604,1.021218547
NPU02,41741.17112,16243.08839,2.569780458
NPU03,6470.888689,19419.80564,0.333210785
NPU04,25248.28254,22922.18279,1.101478108
NPU05,5968.410472,23865.29313,0.250087457
NPU06,11070.89894,48331.1236,0.229063554
NPU07,14290.59647,40058.42891,0.356743808
NPU08,34623.56197,37061.15036,0.934227935
NPU09,362.6200989,14171.80501,0.025587432
NPU10,2651.609434,27154.54979,0.097648809
NPV01,925.2610471,6753.603892,0.137002564
NPV02,12261.87145,23748.29089,0.51632648
NPV03,0,231.1226149,0
NPV04,887.4462966,6691.01894,0.132632459
NPV05,260.4586074,1626.473079,0.160137054
NPV06,1327.270207,5039.240867,0.263386935
NPV07,11401.49066,24493.65384,0.46548754
NPV08,0,224.1184284,0
NPV09,3.427812859,523.9789164,0.006541891
NPV10,6.300359117,424.4369457,0.01484404
NPVT1,0,10.78766315,0
NPVT2,0,10.37987139,0
ONA01,2469.637762,5319.602317,0.464252328
ONA02,1118.277381,1479.486731,0.755854958
ONA03,210.3588977,4344.29274,0.048421897
ONA04,10671.95484,14258.99739,0.748436552
ONA05,1065.2575,4630.045832,0.230074936
ONA06,1722.802507,4136.728955,0.416464923
ONA07,1392.101368,2525.093729,0.55130681
ONA08,2263.608628,2850.117646,0.794215857
ONA09,5108.367661,4782.147722,1.068216199
ONA10,341.7700786,6474.091187,0.052790433
ONB01,1800.81166,11116.99031,0.161987337
ONB02,2249.619022,9987.817199,0.225236303
ONB03,189.3517921,3995.124629,0.047395716
ONB04,548.1236364,6402.777972,0.08560716
ONB05,3249.301674,11598.7264,0.280142971
ONB06,2490.572005,5566.902188,0.447389216
ONB07,4569.1432,9862.212403,0.463297992
ONB08,118.1804856,10907.75207,0.010834541
ONB09,5336.564891,27442.77105,0.19446159
ONB10,1233.664439,15955.296,0.07732006
OND01,0,50.78987538,0
OND02,2222.216807,28131.88056,0.078992828
OND03,0,42.87586182,0
OND04,0,2029.931479,0
OND05,160.4613266,6026.185178,0.026627347
OND06,1591.074303,5780.039956,0.275270468
OND07,0,44.90794532,0
OND08,3416.624854,7385.217705,0.462630215
OND09,924.8683348,4947.668574,0.186930131
OND10,228.6300417,7189.246037,0.031801672
OYI01,4172.58262,18723.04329,0.222858141
OYI02,1144.919428,14147.58731,0.080926832
OYI03,4322.93708,10014.62453,0.431662422
OYI04,0,146.8209808,0
OYI05,651.0415451,9729.006002,0.066917581
OYI06,4.311736788,115.583573,0.037304062
OYI07,3642.244895,13181.53887,0.276314088
OYI08,3.961377112,158.2609413,0.025030668
OYI09,1352.069392,847.8761439,1.594654363
OYI10,1124.44468,12351.03344,0.091040534
OYK01,459.7988255,5034.398021,0.091331441
OYK02,242.3140523,12706.12774,0.019070645
OYK03,2301.870897,15349.0455,0.149968341
OYK04,7307.459857,18425.59944,0.396592788
OYK05,31.43706168,3782.189692,0.008311868
OYK06,114.0488443,7326.554632,0.015566504
OYK07,0,107.6604296,0
OYK08,12.19941793,3194.883326,0.003818424
OYK09,6720.147201,12782.21086,0.525742164
OYK10,2275.87349,5025.442866,0.452870235
OYL01,3271.933792,6617.955989,0.494402471
OYL02,2135.849855,6729.46654,0.317387692
OYL03,1874.480415,4942.870754,0.379229098
OYL04,745.0369188,5435.258139,0.137074799
OYL05,939.1689307,6221.01446,0.150967167
OYL06,974.3856493,7533.890083,0.129333669
OYL07,3602.007584,4208.312233,0.855926886
OYL08,372.0901069,4138.976809,0.089899056
OYL09,42.26538795,4191.940296,0.010082536
OYL10,2769.915475,31536.90635,0.087830919
OYM01,52.92036564,1627.764708,0.032511066
OYM02,21.14056585,1669.685671,0.012661405
OYM03,496.3949714,5648.387146,0.087882604
OYM04,424.1559735,3866.849854,0.109690314
OYM05,0,28.61966582,0
